Date,Plant,ProductionLine,ProductionShift,ProductType,BottlesProduced,BottlesDamaged,BottlesFilled,Warehouse,UnitsDispatched,DispatchRegion,TransportMode,SalesChannel,RevenueAED,CostAED,MachineDowntimeMin,EnergyConsumptionkWh,WaterUsageLiters,TemperatureC
6/1/2024,Abu Dhabi Main,Line A,Evening,330ml,6181,81,6100,Mussafah,3519,Sharjah,Company Truck,Wholesale,4926.6,2471.4,3,119.95,9291.62,31.4
6/1/2024,Abu Dhabi Main,Line A,Evening,500ml,2829,82,2747,Khalifa City,1607,Dubai,Third-party Logistics,Wholesale,2892.6,1454.5,3,55.43,4267.1,31.4
6/1/2024,Abu Dhabi Main,Line A,Night,5 Gallon,812,7,805,Mussafah,422,Abu Dhabi,Company Truck,Retail,8440,5064.7,5,43.5,12133.64,31.5
6/1/2024,Abu Dhabi Main,Line A,Night,330ml,3587,40,3547,Abu Dhabi Port,2062,Abu Dhabi,Third-party Logistics,Retail,2886.8,1447.4,13,54.11,5346.5,31
6/1/2024,Abu Dhabi Main,Line A,Night,500ml,5312,105,5207,Mussafah,3062,Dubai,Third-party Logistics,Retail,5511.6,2766.3,15,100.49,7929.21,31.6
6/1/2024,Abu Dhabi Main,Line B,Morning,5 Gallon,1198,10,1188,Abu Dhabi Port,635,Al Ain,Company Truck,Retail,12700,7621,12,67.25,17955.79,31.1
6/1/2024,Abu Dhabi Main,Line B,Morning,330ml,4910,102,4808,Abu Dhabi Port,2850,Dubai,Contractor,Retail,3990,2005.2,6,86.35,7351.29,30.1
6/1/2024,Abu Dhabi Main,Line B,Morning,500ml,4163,89,4074,Mussafah,2348,Al Ain,Company Truck,Online,4226.4,2122.1,2,86.98,6201.99,32
6/1/2024,Abu Dhabi Main,Line B,Evening,5 Gallon,758,4,754,Mussafah,409,Abu Dhabi,Company Truck,Retail,8180,4908.4,4,35.05,11335.76,31
6/1/2024,Abu Dhabi Main,Line B,Evening,330ml,2440,27,2413,Mussafah,1430,Dubai,Company Truck,Online,2002,1003.7,7,38.8,3637.57,30.6
6/1/2024,Abu Dhabi Main,Line B,Evening,500ml,3345,90,3255,Dubai Hub,1888,Other UAE,Contractor,Online,3398.4,1708.2,6,68.33,5025.92,30
6/1/2024,Abu Dhabi Main,Line B,Night,5 Gallon,796,5,791,Abu Dhabi Port,422,Al Ain,Contractor,Wholesale,8440,5064.5,9,39.95,11956.24,30.1
6/1/2024,Abu Dhabi Main,Line B,Night,330ml,2994,65,2929,Dubai Hub,1678,Dubai,Company Truck,Wholesale,2349.2,1181.1,11,73.3,4475.93,30.5
6/1/2024,Abu Dhabi Main,Line B,Night,500ml,4690,130,4560,Mussafah,2658,Dubai,Third-party Logistics,Wholesale,4784.4,2405.2,9,96.79,7049.46,28.2
6/1/2024,Abu Dhabi Main,Line C,Morning,5 Gallon,547,4,543,Dubai Hub,287,Sharjah,Company Truck,Retail,5740,3444.4,3,28.88,8231.48,28.9
6/1/2024,Abu Dhabi Main,Line C,Morning,330ml,3356,69,3287,Abu Dhabi Port,1959,Dubai,Company Truck,Wholesale,2742.6,1378.2,6,79.67,5032.52,33.5
6/1/2024,Abu Dhabi Main,Line C,Morning,500ml,5048,141,4907,Khalifa City,2872,Abu Dhabi,Company Truck,Wholesale,5169.6,2598.9,9,110.01,7592.2,30.7
6/1/2024,Abu Dhabi Main,Line C,Evening,5 Gallon,936,7,929,Abu Dhabi Port,506,Sharjah,Contractor,Retail,10120,6072.7,5,43.73,14022.68,28.2
6/1/2024,Abu Dhabi Main,Line C,Evening,330ml,4865,79,4786,Abu Dhabi Port,2776,Sharjah,Company Truck,Wholesale,3886.4,1951.1,8,106.66,7290.23,29.7
6/1/2024,Abu Dhabi Main,Line C,Evening,500ml,5047,78,4969,Khalifa City,2859,Sharjah,Contractor,Retail,5146.2,2580.9,3,108.63,7528.58,30.3
6/1/2024,Abu Dhabi Main,Line C,Night,5 Gallon,724,5,719,Mussafah,392,Al Ain,Contractor,Retail,7840,4704.5,16,52.78,10889.99,31.4
6/1/2024,Abu Dhabi Main,Line C,Night,330ml,4328,47,4281,Dubai Hub,2568,Abu Dhabi,Company Truck,Retail,3595.2,1802.3,10,89.22,6532.69,31.7
6/1/2024,Abu Dhabi Main,Line C,Night,500ml,3141,88,3053,Khalifa City,1749,Abu Dhabi,Company Truck,Wholesale,3148.2,1582.9,10,61.42,4691.12,31.1
6/1/2024,Abu Dhabi Main,Bottling Line 1,Morning,5 Gallon,1225,8,1217,Dubai Hub,651,Al Ain,Third-party Logistics,Retail,13020,7812.8,5,44.4,18424.09,34.1
6/1/2024,Abu Dhabi Main,Bottling Line 1,Morning,330ml,2618,65,2553,Mussafah,1470,Abu Dhabi,Third-party Logistics,Retail,2058,1035.5,4,56.64,3925.06,30.3
6/1/2024,Abu Dhabi Main,Bottling Line 1,Morning,500ml,2656,68,2588,Khalifa City,1482,Dubai,Company Truck,Retail,2667.6,1340.6,8,53.88,4003.51,31.5
6/1/2024,Abu Dhabi Main,Bottling Line 1,Evening,5 Gallon,559,4,555,Khalifa City,301,Other UAE,Company Truck,Retail,6020,3612.4,10,39.48,8410.66,33.1
6/1/2024,Abu Dhabi Main,Bottling Line 1,Evening,330ml,4455,108,4347,Khalifa City,2552,Al Ain,Company Truck,Wholesale,3572.8,1797.2,7,104.05,6722.91,30.9
6/1/2024,Abu Dhabi Main,Bottling Line 1,Evening,500ml,3087,74,3013,Abu Dhabi Port,1719,Dubai,Contractor,Retail,3094.2,1554.5,5,71.15,4666.9,32.4
6/1/2024,Abu Dhabi Main,Bottling Line 1,Night,5 Gallon,584,3,581,Khalifa City,306,Dubai,Company Truck,Retail,6120,3672.3,9,44.83,8771.33,29.8
6/1/2024,Abu Dhabi Main,Bottling Line 1,Night,330ml,3152,47,3105,Mussafah,1812,Dubai,Contractor,Retail,2536.8,1273.1,8,77.16,4747.29,30.8
6/1/2024,Abu Dhabi Main,Bottling Line 1,Night,500ml,4398,130,4268,Khalifa City,2549,Dubai,Contractor,Retail,4588.2,2307.1,11,73.28,6553.34,33.6
6/1/2024,Abu Dhabi Main,Bottling Line 2,Morning,5 Gallon,1112,10,1102,Dubai Hub,578,Dubai,Company Truck,Retail,11560,6937,3,55.95,16659.04,31.7
6/1/2024,Abu Dhabi Main,Bottling Line 2,Morning,330ml,2713,67,2646,Mussafah,1517,Dubai,Company Truck,Retail,2123.8,1068.6,6,37.85,4115.25,31.8
6/1/2024,Abu Dhabi Main,Bottling Line 2,Morning,500ml,2987,38,2949,Dubai Hub,1735,Sharjah,Contractor,Retail,3123,1565.3,5,62,4473.36,30.4
6/1/2024,Abu Dhabi Main,Bottling Line 2,Evening,5 Gallon,783,7,776,Khalifa City,414,Abu Dhabi,Company Truck,Online,8280,4968.7,7,40.11,11768.32,29.7
6/1/2024,Abu Dhabi Main,Bottling Line 2,Evening,330ml,6297,77,6220,Abu Dhabi Port,3549,Abu Dhabi,Contractor,Wholesale,4968.6,2492,7,113.83,9438.36,32.2
6/1/2024,Abu Dhabi Main,Bottling Line 2,Evening,500ml,2255,40,2215,Mussafah,1317,Sharjah,Third-party Logistics,Retail,2370.6,1189.3,2,47.97,3339.79,31.1
6/1/2024,Abu Dhabi Main,Bottling Line 2,Night,5 Gallon,957,6,951,Dubai Hub,500,Abu Dhabi,Company Truck,Wholesale,10000,6000.6,15,36.42,14348.42,30.2
6/1/2024,Abu Dhabi Main,Bottling Line 2,Night,330ml,3908,63,3845,Dubai Hub,2227,Abu Dhabi,Company Truck,Wholesale,3117.8,1565.2,7,79.91,5816.27,30.6
6/1/2024,Abu Dhabi Main,Bottling Line 2,Night,500ml,4668,65,4603,Khalifa City,2737,Dubai,Contractor,Retail,4926.6,2469.8,11,111.15,6977.91,32.1
6/2/2024,Abu Dhabi Main,Line A,Morning,5 Gallon,1091,7,1084,Mussafah,588,Dubai,Third-party Logistics,Retail,11760,7056.7,5,64.01,16403.89,33.4
6/2/2024,Abu Dhabi Main,Line A,Morning,330ml,3174,56,3118,Mussafah,1780,Dubai,Contractor,Retail,2492,1251.6,6,43.49,4744.07,32.3
6/2/2024,Abu Dhabi Main,Line A,Morning,500ml,3374,87,3287,Khalifa City,1944,Dubai,Contractor,Wholesale,3499.2,1758.3,3,74.05,5020.98,31.3
6/2/2024,Abu Dhabi Main,Line A,Evening,5 Gallon,701,6,695,Khalifa City,368,Sharjah,Company Truck,Wholesale,7360,4416.6,7,42.45,10476.11,32.1
6/2/2024,Abu Dhabi Main,Line A,Evening,330ml,3964,93,3871,Khalifa City,2306,Al Ain,Company Truck,Subscription,3228.4,1623.5,6,98.8,5983.84,28.3
6/2/2024,Abu Dhabi Main,Line A,Evening,500ml,5172,153,5019,Dubai Hub,2935,Dubai,Company Truck,Retail,5283,2656.8,8,109.82,7752.55,30.9
6/2/2024,Abu Dhabi Main,Line A,Night,5 Gallon,585,5,580,Mussafah,312,Sharjah,Company Truck,Retail,6240,3744.5,11,22.98,8783.97,31.2
6/2/2024,Abu Dhabi Main,Line A,Night,330ml,3109,80,3029,Khalifa City,1803,Abu Dhabi,Third-party Logistics,Retail,2524.2,1270.1,14,44.73,4614.65,32.7
6/2/2024,Abu Dhabi Main,Line A,Night,500ml,4874,110,4764,Dubai Hub,2731,Abu Dhabi,Contractor,Retail,4915.8,2468.9,12,82.67,7305.98,31.9
6/2/2024,Abu Dhabi Main,Line B,Morning,5 Gallon,507,3,504,Dubai Hub,267,Abu Dhabi,Company Truck,Wholesale,5340,3204.3,6,27.81,7625.02,31.7
6/2/2024,Abu Dhabi Main,Line B,Morning,330ml,3393,66,3327,Khalifa City,1900,Dubai,Contractor,Wholesale,2660,1336.6,9,55.79,5128.51,30.4
6/2/2024,Abu Dhabi Main,Line B,Morning,500ml,3168,50,3118,Khalifa City,1784,Abu Dhabi,Company Truck,Retail,3211.2,1610.6,4,46.28,4744.85,30
6/2/2024,Abu Dhabi Main,Line B,Evening,5 Gallon,795,7,788,Dubai Hub,423,Dubai,Third-party Logistics,Wholesale,8460,5076.7,4,32.93,11908.31,32
6/2/2024,Abu Dhabi Main,Line B,Evening,330ml,3748,42,3706,Khalifa City,2206,Other UAE,Contractor,Retail,3088.4,1548.4,4,63.75,5614.82,30.2
6/2/2024,Abu Dhabi Main,Line B,Evening,500ml,5628,142,5486,Mussafah,3213,Sharjah,Company Truck,Online,5783.4,2905.9,14,124.41,8479.82,29.4
6/2/2024,Abu Dhabi Main,Line B,Night,5 Gallon,484,4,480,Khalifa City,254,Dubai,Contractor,Wholesale,5080,3048.4,8,5.06,7282.51,32.1
6/2/2024,Abu Dhabi Main,Line B,Night,330ml,4494,102,4392,Mussafah,2573,Dubai,Company Truck,Subscription,3602.2,1811.3,15,82.76,6714.29,33
6/2/2024,Abu Dhabi Main,Line B,Night,500ml,4269,59,4210,Khalifa City,2502,Dubai,Company Truck,Retail,4503.6,2257.7,9,103.63,6391.96,29.2
6/2/2024,Abu Dhabi Main,Line C,Morning,5 Gallon,455,3,452,Abu Dhabi Port,236,Dubai,Company Truck,Online,4720,2832.3,4,20.64,6868.88,29.4
6/2/2024,Abu Dhabi Main,Line C,Morning,330ml,4715,129,4586,Khalifa City,2698,Al Ain,Company Truck,Wholesale,3777.2,1901.5,4,74.32,7052.92,30.6
6/2/2024,Abu Dhabi Main,Line C,Morning,500ml,3444,65,3379,Mussafah,2021,Dubai,Contractor,Subscription,3637.8,1825.4,5,59.16,5152.22,32.3
6/2/2024,Abu Dhabi Main,Line C,Evening,5 Gallon,1199,9,1190,Dubai Hub,623,Al Ain,Third-party Logistics,Retail,12460,7476.9,5,74.91,17970.48,32.4
6/2/2024,Abu Dhabi Main,Line C,Evening,330ml,4469,114,4355,Dubai Hub,2581,Abu Dhabi,Third-party Logistics,Retail,3613.4,1818.1,9,78.15,6717.84,32.6
6/2/2024,Abu Dhabi Main,Line C,Evening,500ml,4024,105,3919,Mussafah,2337,Al Ain,Third-party Logistics,Retail,4206.6,2113.8,8,84.54,6042.19,29.8
6/2/2024,Abu Dhabi Main,Line C,Night,5 Gallon,1121,8,1113,Mussafah,611,Sharjah,Company Truck,Wholesale,12220,7332.8,14,49.52,16815.27,30.3
6/2/2024,Abu Dhabi Main,Line C,Night,330ml,4328,43,4285,Abu Dhabi Port,2454,Sharjah,Contractor,Retail,3435.6,1722.1,5,103.16,6498.69,33
6/2/2024,Abu Dhabi Main,Line C,Night,500ml,3336,57,3279,Khalifa City,1960,Dubai,Company Truck,Subscription,3528,1769.7,9,61.38,5047.86,29.9
6/2/2024,Abu Dhabi Main,Bottling Line 1,Morning,5 Gallon,610,5,605,Abu Dhabi Port,320,Abu Dhabi,Company Truck,Retail,6400,3840.5,5,35.51,9147.75,31.3
6/2/2024,Abu Dhabi Main,Bottling Line 1,Morning,330ml,4493,85,4408,Dubai Hub,2527,Dubai,Company Truck,Subscription,3537.8,1777.4,11,94.31,6699.31,31.8
6/2/2024,Abu Dhabi Main,Bottling Line 1,Morning,500ml,4819,124,4695,Abu Dhabi Port,2751,Dubai,Contractor,Retail,4951.8,2488.3,7,101.54,7268.53,33.1
6/2/2024,Abu Dhabi Main,Bottling Line 1,Evening,5 Gallon,677,6,671,Mussafah,363,Other UAE,Contractor,Retail,7260,4356.6,6,36.18,10185.52,31.3
6/2/2024,Abu Dhabi Main,Bottling Line 1,Evening,330ml,3998,82,3916,Mussafah,2338,Dubai,Company Truck,Retail,3273.2,1644.8,6,80.55,5974.35,27.1
6/2/2024,Abu Dhabi Main,Bottling Line 1,Evening,500ml,3872,95,3777,Dubai Hub,2183,Dubai,Contractor,Wholesale,3929.4,1974.2,2,82.26,5780.19,30.5
6/2/2024,Abu Dhabi Main,Bottling Line 1,Night,5 Gallon,918,5,913,Dubai Hub,497,Al Ain,Company Truck,Online,9940,5964.5,6,35.36,13817.43,32.4
6/2/2024,Abu Dhabi Main,Bottling Line 1,Night,330ml,4506,94,4412,Khalifa City,2515,Abu Dhabi,Contractor,Wholesale,3521,1769.9,12,86.45,6753.66,31.8
6/2/2024,Abu Dhabi Main,Bottling Line 1,Night,500ml,6849,193,6656,Abu Dhabi Port,3896,Abu Dhabi,Company Truck,Retail,7012.8,3525.7,8,143.66,10308.69,30.3
6/2/2024,Abu Dhabi Main,Bottling Line 2,Morning,5 Gallon,903,7,896,Dubai Hub,471,Abu Dhabi,Company Truck,Wholesale,9420,5652.7,5,34.97,13587.8,30.3
6/2/2024,Abu Dhabi Main,Bottling Line 2,Morning,330ml,3688,102,3586,Dubai Hub,2054,Sharjah,Contractor,Retail,2875.6,1448,7,61.13,5494.02,31.3
6/2/2024,Abu Dhabi Main,Bottling Line 2,Morning,500ml,2657,79,2578,Abu Dhabi Port,1519,Abu Dhabi,Company Truck,Wholesale,2734.2,1375,3,33.76,4014.34,30.3
6/2/2024,Abu Dhabi Main,Bottling Line 2,Evening,5 Gallon,795,5,790,Khalifa City,416,Abu Dhabi,Company Truck,Retail,8320,4992.5,3,59.41,11959.18,31.8
6/2/2024,Abu Dhabi Main,Bottling Line 2,Evening,330ml,6177,77,6100,Dubai Hub,3654,Dubai,Company Truck,Retail,5115.6,2565.5,2,131.01,9220.24,32.4
6/2/2024,Abu Dhabi Main,Bottling Line 2,Evening,500ml,4561,111,4450,Dubai Hub,2585,Sharjah,Third-party Logistics,Retail,4653,2337.6,1,87.45,6795.04,32.1
6/2/2024,Abu Dhabi Main,Bottling Line 2,Night,5 Gallon,952,6,946,Dubai Hub,503,Abu Dhabi,Company Truck,Subscription,10060,6036.6,9,41.85,14280.82,31.8
6/2/2024,Abu Dhabi Main,Bottling Line 2,Night,330ml,5730,143,5587,Abu Dhabi Port,3334,Al Ain,Third-party Logistics,Retail,4667.6,2348.1,14,111.77,8628.14,30.6
6/2/2024,Abu Dhabi Main,Bottling Line 2,Night,500ml,5817,171,5646,Khalifa City,3364,Abu Dhabi,Company Truck,Wholesale,6055.2,3044.7,13,123.67,8729.41,32.5
6/3/2024,Abu Dhabi Main,Line A,Morning,5 Gallon,1241,8,1233,Khalifa City,656,Dubai,Contractor,Retail,13120,7872.8,3,66.77,18624.35,31.4
6/3/2024,Abu Dhabi Main,Line A,Morning,330ml,4348,67,4281,Dubai Hub,2555,Other UAE,Company Truck,Retail,3577,1795.2,4,85.05,6524.07,30.4
6/3/2024,Abu Dhabi Main,Line A,Morning,500ml,4141,98,4043,Abu Dhabi Port,2373,Abu Dhabi,Contractor,Retail,4271.4,2145.5,6,65.35,6162.38,30.9
6/3/2024,Abu Dhabi Main,Line A,Evening,5 Gallon,579,4,575,Dubai Hub,307,Dubai,Contractor,Retail,6140,3684.4,6,40.97,8643.42,31.4
6/3/2024,Abu Dhabi Main,Line A,Evening,330ml,4726,49,4677,Abu Dhabi Port,2683,Abu Dhabi,Company Truck,Subscription,3756.2,1883,8,93.15,7084.13,31.5
6/3/2024,Abu Dhabi Main,Line A,Evening,500ml,5313,115,5198,Khalifa City,3055,Abu Dhabi,Contractor,Wholesale,5499,2761,4,106.96,8002.82,31.8
6/3/2024,Abu Dhabi Main,Line A,Night,5 Gallon,695,6,689,Dubai Hub,365,Dubai,Contractor,Retail,7300,4380.6,16,49.63,10436.71,30.8
6/3/2024,Abu Dhabi Main,Line A,Night,330ml,4935,107,4828,Abu Dhabi Port,2776,Sharjah,Third-party Logistics,Online,3886.4,1953.9,7,117.83,7359.38,31
6/3/2024,Abu Dhabi Main,Line A,Night,500ml,4190,55,4135,Mussafah,2425,Abu Dhabi,Contractor,Retail,4365,2188,8,95.44,6332.88,29.3
6/3/2024,Abu Dhabi Main,Line B,Morning,5 Gallon,609,4,605,Abu Dhabi Port,330,Other UAE,Contractor,Retail,6600,3960.4,8,49.8,9091.26,31.6
6/3/2024,Abu Dhabi Main,Line B,Morning,330ml,4758,69,4689,Dubai Hub,2759,Other UAE,Company Truck,Retail,3862.6,1938.2,10,80.84,7124.09,30.7
6/3/2024,Abu Dhabi Main,Line B,Morning,500ml,5737,66,5671,Dubai Hub,3249,Abu Dhabi,Company Truck,Wholesale,5848.2,2930.7,7,108.82,8630.35,29.2
6/3/2024,Abu Dhabi Main,Line B,Evening,5 Gallon,860,6,854,Mussafah,453,Abu Dhabi,Company Truck,Retail,9060,5436.6,10,53.06,12900.37,31.2
6/3/2024,Abu Dhabi Main,Line B,Evening,330ml,2681,46,2635,Mussafah,1510,Abu Dhabi,Company Truck,Retail,2114,1061.6,9,63.99,4028.84,30.4
6/3/2024,Abu Dhabi Main,Line B,Evening,500ml,5200,105,5095,Mussafah,3012,Al Ain,Company Truck,Retail,5421.6,2721.3,8,99.75,7829.17,30.5
6/3/2024,Abu Dhabi Main,Line B,Night,5 Gallon,613,4,609,Abu Dhabi Port,329,Al Ain,Contractor,Online,6580,3948.4,8,17.87,9236.29,29.5
6/3/2024,Abu Dhabi Main,Line B,Night,330ml,3371,92,3279,Dubai Hub,1924,Sharjah,Third-party Logistics,Retail,2693.6,1356,15,71.3,5043.25,30.7
6/3/2024,Abu Dhabi Main,Line B,Night,500ml,2508,75,2433,Abu Dhabi Port,1400,Dubai,Company Truck,Wholesale,2520,1267.5,5,37.86,3782.32,30.1
6/3/2024,Abu Dhabi Main,Line C,Morning,5 Gallon,900,6,894,Dubai Hub,479,Abu Dhabi,Company Truck,Retail,9580,5748.6,5,28,13526.23,31.1
6/3/2024,Abu Dhabi Main,Line C,Morning,330ml,3001,48,2953,Mussafah,1749,Sharjah,Third-party Logistics,Online,2448.6,1229.1,8,74.97,4544.22,31.1
6/3/2024,Abu Dhabi Main,Line C,Morning,500ml,5187,81,5106,Khalifa City,2989,Other UAE,Company Truck,Retail,5380.2,2698.2,5,100.97,7741.53,31
6/3/2024,Abu Dhabi Main,Line C,Evening,5 Gallon,592,4,588,Mussafah,315,Other UAE,Third-party Logistics,Wholesale,6300,3780.4,3,13.85,8910.59,31
6/3/2024,Abu Dhabi Main,Line C,Evening,330ml,2492,66,2426,Khalifa City,1418,Al Ain,Contractor,Retail,1985.2,999.2,8,42.42,3787.14,32.2
6/3/2024,Abu Dhabi Main,Line C,Evening,500ml,3459,55,3404,Abu Dhabi Port,1971,Abu Dhabi,Contractor,Retail,3547.8,1779.4,2,87.09,5160.66,32
6/3/2024,Abu Dhabi Main,Line C,Night,5 Gallon,716,6,710,Mussafah,373,Al Ain,Contractor,Online,7460,4476.6,10,55.06,10724.68,30.7
6/3/2024,Abu Dhabi Main,Line C,Night,330ml,3141,43,3098,Dubai Hub,1836,Abu Dhabi,Company Truck,Wholesale,2570.4,1289.5,9,80.37,4711.42,30.5
6/3/2024,Abu Dhabi Main,Line C,Night,500ml,4305,83,4222,Mussafah,2518,Abu Dhabi,Contractor,Subscription,4532.4,2274.5,9,101.67,6464.24,31.1
6/3/2024,Abu Dhabi Main,Bottling Line 1,Morning,5 Gallon,704,6,698,Dubai Hub,381,Sharjah,Contractor,Wholesale,7620,4572.6,7,18.61,10568.04,34.5
6/3/2024,Abu Dhabi Main,Bottling Line 1,Morning,330ml,4670,87,4583,Dubai Hub,2687,Al Ain,Company Truck,Retail,3761.8,1889.6,3,98.83,6966.08,29.8
6/3/2024,Abu Dhabi Main,Bottling Line 1,Morning,500ml,4464,56,4408,Khalifa City,2538,Abu Dhabi,Company Truck,Retail,4568.4,2289.8,4,97.29,6727.65,33.5
6/3/2024,Abu Dhabi Main,Bottling Line 1,Evening,5 Gallon,1060,6,1054,Abu Dhabi Port,563,Abu Dhabi,Contractor,Retail,11260,6756.6,9,62.02,15884.18,32
6/3/2024,Abu Dhabi Main,Bottling Line 1,Evening,330ml,2991,70,2921,Dubai Hub,1699,Sharjah,Company Truck,Retail,2378.6,1196.3,2,52.66,4486.97,32.4
6/3/2024,Abu Dhabi Main,Bottling Line 1,Evening,500ml,4573,127,4446,Abu Dhabi Port,2580,Al Ain,Third-party Logistics,Retail,4644,2334.7,2,80.17,6885.92,30.2
6/3/2024,Abu Dhabi Main,Bottling Line 1,Night,5 Gallon,1155,10,1145,Abu Dhabi Port,615,Abu Dhabi,Third-party Logistics,Subscription,12300,7381,9,72.14,17324.19,29.8
6/3/2024,Abu Dhabi Main,Bottling Line 1,Night,330ml,3813,88,3725,Khalifa City,2151,Al Ain,Contractor,Subscription,3011.4,1514.5,12,85.81,5675.25,29.4
6/3/2024,Abu Dhabi Main,Bottling Line 1,Night,500ml,3587,104,3483,Abu Dhabi Port,2078,Other UAE,Contractor,Retail,3740.4,1880.6,7,82.18,5420.28,31.9
6/3/2024,Abu Dhabi Main,Bottling Line 2,Morning,5 Gallon,1394,13,1381,Abu Dhabi Port,722,Dubai,Third-party Logistics,Online,14440,8665.3,6,82.36,20874.74,30.9
6/3/2024,Abu Dhabi Main,Bottling Line 2,Morning,330ml,3706,67,3639,Abu Dhabi Port,2125,Abu Dhabi,Third-party Logistics,Retail,2975,1494.2,5,62.73,5579.79,32.8
6/3/2024,Abu Dhabi Main,Bottling Line 2,Morning,500ml,3467,93,3374,Abu Dhabi Port,2007,Sharjah,Contractor,Wholesale,3612.6,1815.6,5,65.66,5190.03,30.7
6/3/2024,Abu Dhabi Main,Bottling Line 2,Evening,5 Gallon,1171,11,1160,Khalifa City,606,Sharjah,Contractor,Online,12120,7273.1,4,78.47,17557.25,31.2
6/3/2024,Abu Dhabi Main,Bottling Line 2,Evening,330ml,5301,67,5234,Abu Dhabi Port,3106,Sharjah,Company Truck,Online,4348.4,2180.9,3,86.22,7999.91,29.2
6/3/2024,Abu Dhabi Main,Bottling Line 2,Evening,500ml,2864,45,2819,Dubai Hub,1637,Dubai,Contractor,Retail,2946.6,1477.8,6,61.33,4251.2,31.9
6/3/2024,Abu Dhabi Main,Bottling Line 2,Night,5 Gallon,555,3,552,Dubai Hub,302,Sharjah,Company Truck,Wholesale,6040,3624.3,8,11.7,8276.05,30.3
6/3/2024,Abu Dhabi Main,Bottling Line 2,Night,330ml,5527,66,5461,Abu Dhabi Port,3143,Other UAE,Company Truck,Retail,4400.2,2206.7,7,121.32,8288.72,29.1
6/3/2024,Abu Dhabi Main,Bottling Line 2,Night,500ml,5590,73,5517,Mussafah,3253,Sharjah,Company Truck,Retail,5855.4,2935,10,92.19,8412.02,31.6
6/4/2024,Abu Dhabi Main,Line A,Morning,5 Gallon,689,6,683,Abu Dhabi Port,362,Al Ain,Contractor,Retail,7240,4344.6,12,46.65,10326.85,32.5
6/4/2024,Abu Dhabi Main,Line A,Morning,330ml,4876,121,4755,Abu Dhabi Port,2771,Abu Dhabi,Contractor,Wholesale,3879.4,1951.8,7,88.82,7266.83,29.5
6/4/2024,Abu Dhabi Main,Line A,Morning,500ml,4634,137,4497,Abu Dhabi Port,2638,Dubai,Contractor,Retail,4748.4,2387.9,9,75.72,6918,31
6/4/2024,Abu Dhabi Main,Line A,Evening,5 Gallon,1103,9,1094,Abu Dhabi Port,576,Abu Dhabi,Company Truck,Retail,11520,6912.9,4,48.76,16544.54,30.6
6/4/2024,Abu Dhabi Main,Line A,Evening,330ml,6160,147,6013,Abu Dhabi Port,3570,Dubai,Third-party Logistics,Retail,4998,2513.7,6,123.49,9202.42,32.6
6/4/2024,Abu Dhabi Main,Line A,Evening,500ml,4059,114,3945,Abu Dhabi Port,2303,Dubai,Company Truck,Subscription,4145.4,2084.1,7,82.85,6127.94,30.3
6/4/2024,Abu Dhabi Main,Line A,Night,5 Gallon,942,6,936,Abu Dhabi Port,510,Sharjah,Third-party Logistics,Online,10200,6120.6,15,30.55,14160.73,31.3
6/4/2024,Abu Dhabi Main,Line A,Night,330ml,4291,69,4222,Khalifa City,2509,Al Ain,Contractor,Retail,3512.6,1763.2,11,86.86,6459.02,31.9
6/4/2024,Abu Dhabi Main,Line A,Night,500ml,4159,72,4087,Mussafah,2444,Al Ain,Company Truck,Retail,4399.2,2206.8,9,81.1,6274.39,30.9
6/4/2024,Abu Dhabi Main,Line B,Morning,5 Gallon,689,6,683,Abu Dhabi Port,363,Dubai,Contractor,Wholesale,7260,4356.6,8,42.77,10354.58,30.3
6/4/2024,Abu Dhabi Main,Line B,Morning,330ml,4081,55,4026,Dubai Hub,2385,Abu Dhabi,Contractor,Retail,3339,1675,7,66.15,6083.27,31.6
6/4/2024,Abu Dhabi Main,Line B,Morning,500ml,5173,145,5028,Dubai Hub,2933,Sharjah,Company Truck,Wholesale,5279.4,2654.2,8,107.78,7772.27,29.3
6/4/2024,Abu Dhabi Main,Line B,Evening,5 Gallon,860,6,854,Abu Dhabi Port,461,Abu Dhabi,Contractor,Online,9220,5532.6,3,31.06,12902.32,31.9
6/4/2024,Abu Dhabi Main,Line B,Evening,330ml,5776,74,5702,Mussafah,3404,Sharjah,Company Truck,Retail,4765.6,2390.2,10,131.66,8696.45,31.3
6/4/2024,Abu Dhabi Main,Line B,Evening,500ml,3292,66,3226,Khalifa City,1923,Al Ain,Company Truck,Wholesale,3461.4,1737.3,4,85.4,4937.52,33.6
6/4/2024,Abu Dhabi Main,Line B,Night,5 Gallon,954,6,948,Dubai Hub,516,Sharjah,Company Truck,Retail,10320,6192.6,9,29.89,14350.13,30.7
6/4/2024,Abu Dhabi Main,Line B,Night,330ml,3740,94,3646,Abu Dhabi Port,2174,Dubai,Company Truck,Retail,3043.6,1531.2,11,84.94,5652.72,29.7
6/4/2024,Abu Dhabi Main,Line B,Night,500ml,4219,70,4149,Khalifa City,2407,Sharjah,Company Truck,Wholesale,4332.6,2173.3,11,86.01,6373.7,31.8
6/4/2024,Abu Dhabi Main,Line C,Morning,5 Gallon,885,7,878,Abu Dhabi Port,473,Other UAE,Company Truck,Retail,9460,5676.7,5,26.59,13310.21,31.3
6/4/2024,Abu Dhabi Main,Line C,Morning,330ml,5415,74,5341,Khalifa City,3160,Abu Dhabi,Company Truck,Retail,4424,2219.4,7,121.05,8125.6,29
